,id,explanation_method,comprehensiveness,sufficiency,prob
0,21,decompx,0.05661076307296753,0.024269069234530132,0.9997287392616272
1,317,decompx,0.06328369677066803,0.027180333932240803,0.9996957778930664
2,287,decompx,0.5174324698746204,0.040987566113471985,0.9993242025375366
3,301,decompx,0.5830391809078199,0.023554342133658274,0.9995542168617249
4,33,decompx,0.06189880520105362,0.03108174353837967,0.9996151924133301
5,161,decompx,0.06526248804900957,0.026529909475989964,0.9996142387390137
6,247,decompx,0.35273171148516913,0.06063442338596691,0.9996336698532104
7,65,decompx,0.7697414011447964,0.03331465405576369,0.9920598268508911
8,379,decompx,0.07156098220083448,0.020566225051879883,0.9996806383132935
9,136,decompx,0.5894737649799847,0.011955374624671005,0.9994851350784302
10,242,decompx,0.150927546231643,0.01418400069941645,0.9996806383132935
11,6,decompx,0.08564402027563615,0.014328794045881792,0.9997416138648987
12,198,decompx,0.9243744531448818,0.03652179828195861,0.9979579448699951
13,251,decompx,0.5736523674180111,0.024550790588061016,0.9997265934944153
14,132,decompx,0.46678675497241784,0.05169270094484091,0.9996352195739746
15,34,decompx,0.4097108338222218,0.028147101402282715,0.9976902008056641
16,44,decompx,0.5791316029596297,0.014397082229455313,0.999678373336792
17,86,decompx,0.510804225855014,0.013614331974702723,0.9896141886711121
18,318,decompx,0.2582680994644761,0.01640724837779999,0.9996801614761353
19,231,decompx,0.26273268548881307,0.01858697919284596,0.9995480179786682
20,255,decompx,0.03362168486301716,0.11782867977252373,0.9995818734169006
21,302,decompx,-0.09989160464969106,-0.8856871226229347,0.012309740297496319
22,173,decompx,0.29243926089257,0.016676217317581177,0.9996824264526367
23,19,decompx,0.044618812474337494,0.024808970364657314,0.999718964099884
24,219,decompx,0.6211557720132448,0.012527739560162579,0.999392032623291
25,380,decompx,0.5652364610622709,-0.19974877742620614,0.7460662126541138
26,94,decompx,0.9131844171788543,0.024621174732844035,0.9965763688087463
27,384,decompx,0.04369535048802694,0.028254972563849554,0.9997342228889465
28,126,decompx,0.2176169066325478,0.01754891872406006,0.9996325969696045
29,216,decompx,0.3663447442096333,0.010391906250354856,0.9995629191398621
