,id,explanation_method,comprehensiveness,sufficiency,prob
0,1335,decompx,0.8340344371713081,-0.002687880188036876,0.9864439368247986
1,2648,decompx,-0.3817933823223467,-0.39051693862787,0.0330650694668293
2,2607,decompx,0.44286536996563275,0.0024692609906196593,0.9991901516914368
3,2278,decompx,0.6220396471430929,0.001594796883974144,0.9991356730461121
4,795,decompx,0.9231007847256053,-0.0007993041354919148,0.9947330951690674
5,1998,decompx,0.26082385764006644,0.005573222233403114,0.999677300453186
6,1276,decompx,0.06128020491837466,0.021909000220635126,0.9880826473236084
7,1363,decompx,0.6068880252891078,-0.2664704325751131,0.7286320328712463
8,3468,decompx,0.6726602972564051,0.0013207884158118297,0.9987290501594543
9,405,decompx,0.8003745398450566,-0.05850564143092362,0.933452308177948
10,1723,decompx,0.5030247571412474,0.003045448235103062,0.9995425939559937
11,218,decompx,0.38875779217252365,0.0037898464844777035,0.9995260238647461
12,3676,decompx,0.1878527772258705,0.0039065690107748545,0.999580442905426
13,1059,decompx,0.45643476151475093,0.0023712432239113785,0.9991788268089294
14,2082,decompx,0.7841055390904464,-0.017806380810822257,0.9748116135597229
15,3840,decompx,0.06931293163544093,0.002877723966908251,0.9989564418792725
16,1581,decompx,0.4713642708303636,0.0033202286352191053,0.9992043375968933
17,1774,decompx,0.6822074451080458,-0.025819419406530424,0.9697028994560242
18,3400,decompx,0.5340230502564498,0.0020677742331919042,0.9975489974021912
19,699,decompx,0.5941233245587825,0.009416652379241892,0.9995966553688049
20,624,decompx,0.112443190933478,0.0016739675492951364,0.9996007084846497
21,32,decompx,0.746427679743985,-0.05052719015470693,0.9220277070999146
22,636,decompx,0.8200453548618641,0.0017133747276506927,0.9994556307792664
23,3224,decompx,0.4241869361442927,0.007175980940372986,0.9993999004364014
24,1150,decompx,0.5340061987203265,0.0014902930411081466,0.9989120960235596
25,2099,decompx,0.8672762635534248,0.010384695142148489,0.9951304197311401
26,1964,decompx,0.7488065486293166,0.0027552366256713865,0.9992986917495728
27,1235,decompx,0.8490186784376236,-0.012125535405797066,0.9854313135147095
28,2226,decompx,0.7009329188328522,0.0011962922719808726,0.9995520710945129
29,3331,decompx,0.062210190127480705,0.07688341247585584,0.9996851682662964
30,3365,decompx,0.7793441127847742,-0.11419484736742797,0.8815454244613647
31,1014,decompx,0.7562364750909943,0.0031133460444073345,0.999467670917511
32,1558,decompx,0.65824146867276,0.0023224976582404896,0.9996371269226074
33,1367,decompx,0.3551785077294733,0.000799308475266155,0.9991484880447388
34,2004,decompx,0.646474672597833,0.0021969331428408623,0.9992812275886536
35,882,decompx,0.6404878489521085,0.015562189476830619,0.9989030361175537
36,788,decompx,0.6773731633625145,0.0031485627679263845,0.9994901418685913
37,1516,decompx,0.35800769180059433,0.002420085825418171,0.9993230104446411
38,1822,decompx,0.5925796406843313,0.0032913850574958613,0.9995032548904419
39,3327,decompx,0.694957186060492,0.003910380105177562,0.9982550740242004
40,2489,decompx,0.6639803222522301,0.012259840722317282,0.9907910823822021
41,169,decompx,0.6342195013153648,0.0015920788522750613,0.9988137483596802
42,1641,decompx,0.7614066421120826,0.0010585086686270577,0.9995470643043518
43,1343,decompx,0.7979970696292459,0.005254119634628296,0.9991301894187927
44,2718,decompx,0.5444204685648522,0.005613650184079826,0.9995558857917786
45,3792,decompx,-0.16416323803975408,-0.9508372200010665,0.005669173784554005
46,2472,decompx,0.8174354381653545,0.001821544281272001,0.9988433122634888
47,3163,decompx,0.4308338648424699,-0.37817518711090087,0.5923628807067871
48,3749,decompx,0.3483413351031969,0.004439481867934173,0.9995113611221313
49,3375,decompx,0.014368583073539283,-0.8731488427910649,0.0744984894990921
50,338,decompx,0.7199134610483212,0.0029397330847867015,0.9993807077407837
51,747,decompx,0.9029079465717187,0.004580215449906514,0.9909104704856873
52,953,decompx,0.6417625748532282,0.0021885993669358947,0.9993017911911011
53,2429,decompx,0.7053222382912435,0.0006779015782367753,0.9980948567390442
54,3587,decompx,0.7521886647193005,0.003651162852411685,0.9967488050460815
55,1351,decompx,0.4764600270874288,0.0017745637730376361,0.9962783455848694
56,498,decompx,-0.29337834737200935,-0.3835910034473412,0.0030309457797557116
57,3929,decompx,0.10309521266908357,0.035830270702188666,0.995817244052887
58,1378,decompx,0.3059209560861393,0.002287016535291866,0.9996234178543091
59,1949,decompx,0.1515395412725561,0.02306696036282708,0.9993517994880676
60,1218,decompx,0.17899808699979722,0.002214245076449412,0.9996718168258667
61,1768,decompx,-0.058503216008345287,-0.8744644742120397,0.03347434848546982
62,2499,decompx,0.8240913437041748,0.0008089730331489632,0.9981058835983276
63,1603,decompx,0.8005410019075498,0.001498788595199585,0.9989765882492065
64,1990,decompx,0.7164792720719965,-0.19571298824416267,0.7795860171318054
65,896,decompx,-0.00419686845389708,-0.8336862497487847,0.08939492702484131
66,691,decompx,0.7533511207036029,-0.0817231573164463,0.907774806022644
67,3391,decompx,0.6809864848810064,0.004626352571498203,0.9963874816894531
68,3371,decompx,0.8696037630116327,0.007489276078581079,0.9983545541763306
69,3780,decompx,0.8387252337141138,0.009580475448062585,0.9964553117752075
70,575,decompx,0.4743828373029828,0.0011692643165588379,0.9995829463005066
71,168,decompx,0.3992777800430422,0.0034315119618954864,0.9996175765991211
72,1015,decompx,0.04321497538510491,0.025077573166174046,0.9996139407157898
73,1318,decompx,0.15268957324144317,0.0013834863174252395,0.9993669390678406
74,3455,decompx,0.39898320227518846,0.0046959496549262856,0.9994716048240662
75,1269,decompx,0.7601699845817609,-0.0015724204544328216,0.9954593777656555
76,3330,decompx,0.7796845538541675,0.003522337176078974,0.9993000030517578
77,3417,decompx,0.7543752163862497,0.0028398014141612074,0.999330997467041
78,2355,decompx,-0.11031124197066791,-0.9083741568028927,0.056663792580366135
79,3494,decompx,0.1018385043175056,0.05025251389577471,0.9913337826728821
80,2137,decompx,0.2975572021502369,0.001696248099489032,0.9996320009231567
81,470,decompx,0.7985102423664295,0.0031396875649819644,0.9992832541465759
82,1349,decompx,0.6949371512156802,0.001960057329821896,0.9995158910751343
83,3579,decompx,0.35781773110230763,0.001866813235812717,0.9996614456176758
84,1313,decompx,0.6884944874613258,0.008422826302539018,0.999273955821991
85,176,decompx,0.3139599390978952,0.002492215448212855,0.9997240900993347
86,2019,decompx,0.14346703021757065,0.0016353014976747573,0.9996548891067505
87,3137,decompx,-0.01601716793194373,-0.9479566539893269,0.00391452806070447
88,3396,decompx,0.6445849635966228,0.0011553701380608787,0.9994208812713623
89,2906,decompx,0.522687247114049,0.002267083591885037,0.9996378421783447
90,2903,decompx,0.6171378192555218,0.0030610711162627055,0.9994831085205078
91,2980,decompx,0.5687100919525302,0.0006047425762055412,0.9994915723800659
92,1186,decompx,0.6877210056513883,-0.011888435047663999,0.9853686690330505
93,3128,decompx,0.6788561525931464,0.005443761620340468,0.9995706677436829
94,1812,decompx,0.7510446508112666,-0.08080829536760008,0.9010277390480042
95,2299,decompx,0.653212168597735,0.003911865237575249,0.9993773102760315
96,1217,decompx,0.7342575642662917,0.000830526961836704,0.9996223449707031
97,2504,decompx,0.662020109771263,-0.0026398414657229467,0.9942922592163086
98,1333,decompx,0.7599175920704289,0.004718065625283777,0.999446451663971
99,3288,decompx,0.08919708034117445,0.0018907871177728229,0.9996656179428101
100,1328,decompx,0.711171282025484,0.0016782476351811335,0.9994575381278992
101,1533,decompx,0.658364295377396,0.0018720747902989388,0.9994046688079834
102,3735,decompx,0.5478143934970316,0.0012272965648899908,0.9993107318878174
103,351,decompx,0.5267631394619291,0.02658648653463884,0.9977121353149414
104,468,decompx,0.7040296776197207,0.012096683552235733,0.9982210993766785
105,861,decompx,0.5683466142737398,0.002965496159067341,0.9996509552001953
106,3697,decompx,0.40990671061951184,0.00045885642369588214,0.9980358481407166
107,2812,decompx,0.7267377330868282,0.011183455636605671,0.9933151602745056
108,813,decompx,0.8562363557517528,0.008359989098140171,0.9973805546760559
109,1020,decompx,0.5906998849363176,0.0031097389601327323,0.9989670515060425
110,2953,decompx,0.9175303124740801,-0.0038835380103561905,0.9889653921127319
111,2736,decompx,0.6003172549367682,0.00432431149336458,0.9991768002510071
112,1632,decompx,0.7250703744994441,-0.0016057092063831834,0.9942869544029236
113,128,decompx,0.5513433347352676,0.0016051634318298763,0.999309778213501
114,905,decompx,0.43289509000348264,0.0010818687618755903,0.9996477365493774
115,2880,decompx,0.4115434548209521,0.0009020640830363124,0.999656081199646
116,1617,decompx,0.2552364722770803,0.002252175965729882,0.9996974468231201
117,1475,decompx,0.5061078054156709,0.0019272083931780877,0.9996258020401001
118,2946,decompx,0.5045520491092592,0.001836361111821355,0.9991550445556641
119,3459,decompx,0.2816902320463579,0.0014155107540088695,0.9996356964111328
120,202,decompx,0.8929788021596544,0.0015153986034971295,0.9982175230979919
121,1007,decompx,0.638097388446331,0.0033767183621724447,0.9985587000846863
122,1767,decompx,0.7635663087965677,0.0040816319161567135,0.9993832111358643
123,933,decompx,0.677486369478787,0.0020897422276490124,0.9992696642875671
124,3184,decompx,0.556462732266705,0.0017471144784171626,0.9994136095046997
125,3198,decompx,0.5113028625556089,0.0013881719440495203,0.9996485710144043
126,2150,decompx,0.7736904456308393,0.004940573013190067,0.9995017051696777
127,1105,decompx,0.7983393242160223,0.0013796121803755612,0.9994056224822998
128,1467,decompx,0.25592740774154665,0.001352683703104655,0.9997411370277405
129,3600,decompx,0.26166202841510233,0.0022756511896428926,0.9993959665298462
130,423,decompx,0.8871565105223005,-0.02985911554014179,0.9659698605537415
131,778,decompx,0.880517638385857,0.0024127331737693884,0.9976803064346313
132,2143,decompx,0.7705280042792063,0.00641022219277515,0.9962754249572754
133,1120,decompx,0.7745289869509102,0.0024388315630894082,0.9994655251502991
134,2092,decompx,0.05054659149451272,-0.915089689773842,0.07517323642969131
135,2473,decompx,0.8490062244488579,0.0008265638047722495,0.9979820251464844
136,2192,decompx,0.7584980251124271,0.0010583570370307335,0.9992648959159851
137,3062,decompx,0.5188661961065185,0.007103090901528635,0.9996026158332825
138,2120,decompx,0.2513855782846081,-0.6615274923701658,0.31034451723098755
139,2132,decompx,0.8456341365601011,-0.01804646905164541,0.9706333875656128
140,977,decompx,0.08394927300995203,0.03532394187913524,0.9993094205856323
141,3556,decompx,0.9004996452325335,0.0010220655580846275,0.9970592260360718
